#,Date,Author Name,Tweet ID,Text,Likes,Retweet Count,Views Count,Bookmark Count,Authors Followers Count,Mention Count,Tweet URL,Source,Medias,User Mentions,URLs,Hashtags,Unnamed: 17,Prediction,predicted_category,prediction_probabilities,top_1_category,top_1_probability,top_2_category,top_2_probability,top_3_category,top_3_probability
177,02.02.2025,GT Medya,1886022939234934853,"""Disiplinsizlik"" suçlamasıyla TSK'dan ihraç edilen teğmenler Anıtkabir'i ziyaret etti. https://t.co/m1aeebny3J",33,5,1337,0,3618,0,https://twitter.com/gtmedyahaber/status/1886022939234934853,Twitter for Android,https://pbs.twimg.com/media/Gix_3iLWMAAcQD1.jpg,,,,,Gündem,Gündem,"{'Gündem': np.float32(0.45869425), 'Sağlık': np.float32(0.3402084), 'Savaş': np.float32(0.103659), 'Spor': np.float32(0.022877146), 'Eğitim': np.float32(0.019147618), 'Teknoloji': np.float32(0.016883742), 'Bilim': np.float32(0.013245232), 'Kültür & Sanat': np.float32(0.009862994), 'Afet': np.float32(0.005469069), 'Ekonomi': np.float32(0.00500619), 'Siyaset': np.float32(0.004946401)}",Gündem,0.45869425,Sağlık,0.3402084,Savaş,0.103659
179,02.02.2025,GT Medya,1886005191927066724,"Vergi Denetim Kurulu Başkanlığı, 150 sanatçıya inceleme başlattı.

📌150 sanatçı, vergi müfettişleri tarafından gelirleri ve beyanları arasındaki farklılığı izah etmesi için davet edilecek.

📌1 oyuncunun bir yılda 100 milyon TL’den fazla kazancını beyan dışı bıraktığı saptandı. https://t.co/WQSiTg5SG3",5,2,522,0,3618,0,https://twitter.com/gtmedyahaber/status/1886005191927066724,Twitter for iPhone,https://pbs.twimg.com/media/GixvuZwWsAAyoit.jpg,,,,,Siyaset,Siyaset,"{'Siyaset': np.float32(0.5176136), 'Afet': np.float32(0.19320329), 'Ekonomi': np.float32(0.07985821), 'Teknoloji': np.float32(0.0675419), 'Spor': np.float32(0.046878576), 'Sağlık': np.float32(0.040042598), 'Kültür & Sanat': np.float32(0.024614379), 'Eğitim': np.float32(0.010865097), 'Bilim': np.float32(0.009788261), 'Savaş': np.float32(0.005878294), 'Gündem': np.float32(0.003715885)}",Siyaset,0.5176136,Afet,0.19320329,Ekonomi,0.07985821
181,02.02.2025,GT Medya,1886002814289064438,"İBB Başkanı İmamoğlu’nun CHP’li belediyelere yönelik soruşturmalarda, “Hep aynı kişi atanıyor ve aleyhte karar veriyor.” dediği muhasebeci olan bilirkişinin ruhsatı olmadığı ortaya çıktı.

📌TÜRMOB verileri, S.B’nin kaydının, ruhsatının bulunmadığını ortaya koydu. https://t.co/FBmPMeqpfr",4,0,358,0,3618,0,https://twitter.com/gtmedyahaber/status/1886002814289064438,Twitter for iPhone,https://pbs.twimg.com/media/Gixtj-DXkAAz-w-.jpg,,,,,Siyaset,Siyaset,"{'Siyaset': np.float32(0.9922758), 'Afet': np.float32(0.0020224457), 'Ekonomi': np.float32(0.00097586156), 'Savaş': np.float32(0.00091447204), 'Teknoloji': np.float32(0.00082782074), 'Spor': np.float32(0.0008046491), 'Gündem': np.float32(0.0006682886), 'Kültür & Sanat': np.float32(0.00048737827), 'Sağlık': np.float32(0.00041981973), 'Bilim': np.float32(0.00030704794), 'Eğitim': np.float32(0.00029638657)}",Siyaset,0.9922758,Afet,0.0020224457,Ekonomi,0.00097586156
184,02.02.2025,GT Medya,1885992138191647093,"Eski Milli Savunma Bakanı Hulusi Akar, CHP Genel Başkanı Özgür Özel’e açtığı davayı kaybetti.

📌Akar, Özel’e “Silah arkadaşların sana haklarını helal etmeyerek öldüler"" ve ""rezil"" sözleri nedeniyle dava açmıştı. https://t.co/NGqNfBEkwW",10,2,577,0,3618,0,https://twitter.com/gtmedyahaber/status/1885992138191647093,Twitter for iPhone,https://pbs.twimg.com/amplify_video_thumb/1885992059992993792/img/7Tg7fGXZqxQZ5i11.jpg,,,,,Savaş,Savaş,"{'Savaş': np.float32(0.96540993), 'Gündem': np.float32(0.010460913), 'Spor': np.float32(0.0051948084), 'Teknoloji': np.float32(0.0048617846), 'Sağlık': np.float32(0.004214805), 'Eğitim': np.float32(0.0026465666), 'Siyaset': np.float32(0.002354993), 'Ekonomi': np.float32(0.0016682695), 'Afet': np.float32(0.001147836), 'Bilim': np.float32(0.0011409521), 'Kültür & Sanat': np.float32(0.00089914293)}",Savaş,0.96540993,Gündem,0.010460913,Spor,0.0051948084
186,02.02.2025,GT Medya,1885986508995256521,"ABD Başkanı Donald Trump, Kanada, Meksika ve Çin'den yapılan ithalata ek gümrük vergisi getiren kararnameyi imzaladı.

📌Kanada ve Meksika'dan yapılan ithalata %25, Çin'den yapılan ithalata ise %10 ek gümrük vergisi getirildi. https://t.co/gQ235Snj7A",2,0,376,0,3618,0,https://twitter.com/gtmedyahaber/status/1885986508995256521,Twitter for iPhone,https://pbs.twimg.com/media/Gixeu40WIAAiqif.jpg,,,,,Sağlık,Sağlık,"{'Sağlık': np.float32(0.26480275), 'Ekonomi': np.float32(0.20059204), 'Teknoloji': np.float32(0.18623091), 'Siyaset': np.float32(0.1150192), 'Afet': np.float32(0.06527374), 'Savaş': np.float32(0.046280853), 'Gündem': np.float32(0.032739542), 'Eğitim': np.float32(0.024215257), 'Spor': np.float32(0.024197528), 'Bilim': np.float32(0.021258924), 'Kültür & Sanat': np.float32(0.019389158)}",Sağlık,0.26480275,Ekonomi,0.20059204,Teknoloji,0.18623091
188,02.02.2025,GT Medya,1885939283128668367,"NBA’de tarihi bir takasın gerçekleşmesi bekleniyor.

📌 Dallas Mavericks'in yıldızı Luka Dončić ile Los Angeles Lakers'ın pivotu Anthony Davis takaslanıyor.

📌 İki NBA yıldızının takasının resmileşmesi halinde Luka Dončić, LeBron James ile Los Angeles Lakers’ta birlikte oynayacak.",3,0,591,0,3618,0,https://twitter.com/gtmedyahaber/status/1885939283128668367,Twitter for iPhone,https://pbs.twimg.com/media/GiwzxyqXcAE9Wxx.jpg,,,,,Spor,Spor,"{'Spor': np.float32(0.961237), 'Sağlık': np.float32(0.007107485), 'Teknoloji': np.float32(0.0067055128), 'Kültür & Sanat': np.float32(0.005524546), 'Bilim': np.float32(0.005130923), 'Savaş': np.float32(0.0033415968), 'Gündem': np.float32(0.0033284135), 'Eğitim': np.float32(0.002810704), 'Ekonomi': np.float32(0.0027098455), 'Siyaset': np.float32(0.0012715741), 'Afet': np.float32(0.00083225296)}",Spor,0.961237,Sağlık,0.007107485,Teknoloji,0.0067055128
189,02.02.2025,GT Medya,1885939287096467755,"🔗Kaynak:

https://t.co/aO110oErMR",0,0,360,0,3618,0,https://twitter.com/gtmedyahaber/status/1885939287096467755,Twitter for iPhone,,,https://www.sozcu.com.tr/nba-de-tarihi-takas-doncic-lakers-a-gidiyor-p135190,,,Afet,Afet,"{'Afet': np.float32(0.7418177), 'Sağlık': np.float32(0.21337324), 'Kültür & Sanat': np.float32(0.0161177), 'Spor': np.float32(0.00606955), 'Bilim': np.float32(0.005219673), 'Teknoloji': np.float32(0.0035968611), 'Ekonomi': np.float32(0.0034527942), 'Siyaset': np.float32(0.0029778786), 'Eğitim': np.float32(0.0027453513), 'Savaş': np.float32(0.0023487944), 'Gündem': np.float32(0.00228037)}",Afet,0.7418177,Sağlık,0.21337324,Kültür & Sanat,0.0161177
190,02.02.2025,GT Medya,1885778378906550471,"Beşar Esad’ın kuzeni Atef Najib, Suriye’nin yeni rejimi tarafından tutuklandı.

📌Suriye İç Savaşı arifesinde 2011’de gerçekleşen protestoları sert bir şekilde bastırmasıyla tanınan Najib, çocukların işkence edilmesine kadar varan ağır insan hakları ihlalleriyle suçlanıyor. https://t.co/trLF2LVzZO",1,0,515,0,3618,0,https://twitter.com/gtmedyahaber/status/1885778378906550471,Twitter Web App,https://pbs.twimg.com/media/GiuhbtoXwAEOaDI.png,,,,,Savaş,Savaş,"{'Savaş': np.float32(0.46977195), 'Sağlık': np.float32(0.35790208), 'Gündem': np.float32(0.08645468), 'Afet': np.float32(0.02172544), 'Spor': np.float32(0.015344175), 'Teknoloji': np.float32(0.015197142), 'Bilim': np.float32(0.009940118), 'Kültür & Sanat': np.float32(0.0068576313), 'Eğitim': np.float32(0.0065995688), 'Ekonomi': np.float32(0.0051351683), 'Siyaset': np.float32(0.0050719865)}",Savaş,0.46977195,Sağlık,0.35790208,Gündem,0.08645468
191,02.02.2025,GT Medya,1885778574986154475,Kaynak: https://t.co/6QWPtw8hPO,0,0,322,0,3618,0,https://twitter.com/gtmedyahaber/status/1885778574986154475,Twitter Web App,,,https://ground.news/article/assad-cousin-notorious-for-role-in-suppressing-protests-in-syria-arrested_e617f5,,,Afet,Afet,"{'Afet': np.float32(0.91446394), 'Sağlık': np.float32(0.045649193), 'Kültür & Sanat': np.float32(0.0095296325), 'Teknoloji': np.float32(0.005657482), 'Siyaset': np.float32(0.0050183376), 'Gündem': np.float32(0.004398199), 'Ekonomi': np.float32(0.004381119), 'Spor': np.float32(0.0037150066), 'Bilim': np.float32(0.0036140631), 'Eğitim': np.float32(0.0020867218), 'Savaş': np.float32(0.0014862654)}",Afet,0.91446394,Sağlık,0.045649193,Kültür & Sanat,0.0095296325
192,02.02.2025,GT Medya,1885778040019390670,"Şarkıcı Merve Özbey’in eşi ve emniyet müdürü gözaltına alındı.

📌 İş insanı Kenan Koçak ve Edirne Kaçakçılık ve Organize Suçlarla Mücadele Başkanlığı Emniyet Müdürü Mehmet Denir Karakurt’un yanı sıra bir yargı mensubu yurtdışına insan kaçırmakla suçlanıyor. https://t.co/tH5nrbcKNw",1,1,2075,0,3618,0,https://twitter.com/gtmedyahaber/status/1885778040019390670,Twitter Web App,https://pbs.twimg.com/media/GiuhC2WXgAIwB2n.png,,,,,Savaş,Savaş,"{'Savaş': np.float32(0.40476817), 'Sağlık': np.float32(0.1932967), 'Spor': np.float32(0.18075272), 'Teknoloji': np.float32(0.06943771), 'Kültür & Sanat': np.float32(0.048582207), 'Gündem': np.float32(0.02646577), 'Siyaset': np.float32(0.023001486), 'Bilim': np.float32(0.016206754), 'Ekonomi': np.float32(0.015630161), 'Afet': np.float32(0.01198977), 'Eğitim': np.float32(0.009868552)}",Savaş,0.40476817,Sağlık,0.1932967,Spor,0.18075272
193,02.02.2025,GT Medya,1885778186580963724,Kaynak: https://t.co/jpaqQYXLQv,0,0,344,0,3618,0,https://twitter.com/gtmedyahaber/status/1885778186580963724,Twitter Web App,,,https://www.sozcu.com.tr/merve-ozbey-in-esi-ve-emniyet-muduru-gozaltina-alindi-p133134,,,Sağlık,Sağlık,"{'Sağlık': np.float32(0.60993946), 'Afet': np.float32(0.23008542), 'Kültür & Sanat': np.float32(0.035628606), 'Teknoloji': np.float32(0.030825399), 'Gündem': np.float32(0.026656352), 'Bilim': np.float32(0.02278716), 'Spor': np.float32(0.0127579495), 'Ekonomi': np.float32(0.010566196), 'Eğitim': np.float32(0.007634764), 'Siyaset': np.float32(0.007596913), 'Savaş': np.float32(0.005521772)}",Sağlık,0.60993946,Afet,0.23008542,Kültür & Sanat,0.035628606
194,02.02.2025,GT Medya,1885770162470522948,"Lvbel C5 mahlaslı rapçi Süleyman Burak Bodur’un yeni şarkısı “HavHavHav” gençlere kötü örnek olduğu gerekçesiyle CİMER'e şikâyet edildi. 

📌 Şikâyet edenler, şarkının yayından kaldırılmasını talep etti. https://t.co/ECPekwk0dj",7,0,12401,1,3618,0,https://twitter.com/gtmedyahaber/status/1885770162470522948,Twitter for iPhone,https://pbs.twimg.com/media/GiuZ9tiW4AAXKWG.jpg,,,,,Sağlık,Sağlık,"{'Sağlık': np.float32(0.60449165), 'Spor': np.float32(0.1333473), 'Kültür & Sanat': np.float32(0.12630816), 'Bilim': np.float32(0.03808184), 'Teknoloji': np.float32(0.03703067), 'Eğitim': np.float32(0.015722137), 'Gündem': np.float32(0.014467655), 'Ekonomi': np.float32(0.010682562), 'Afet': np.float32(0.00904875), 'Savaş': np.float32(0.007405793), 'Siyaset': np.float32(0.003413556)}",Sağlık,0.60449165,Spor,0.1333473,Kültür & Sanat,0.12630816
195,02.02.2025,GT Medya,1885770168074228128,"🔗Kaynak:

https://t.co/8kprY6dj6U",0,0,708,0,3618,0,https://twitter.com/gtmedyahaber/status/1885770168074228128,Twitter for iPhone,,,https://www.haberturk.com/havhavhav-adli-sarki-cimer-e-sikyet-edildi-magazin-haberleri-3761690-magazin,,,Afet,Afet,"{'Afet': np.float32(0.81936425), 'Sağlık': np.float32(0.13417448), 'Kültür & Sanat': np.float32(0.014564321), 'Spor': np.float32(0.007749824), 'Siyaset': np.float32(0.0044824104), 'Bilim': np.float32(0.004383974), 'Teknoloji': np.float32(0.0043808497), 'Ekonomi': np.float32(0.004154625), 'Eğitim': np.float32(0.0026564128), 'Savaş': np.float32(0.0024149723), 'Gündem': np.float32(0.0016738421)}",Afet,0.81936425,Sağlık,0.13417448,Kültür & Sanat,0.014564321
196,02.02.2025,GT Medya,1885751838059671792,"🚨#SONDAKİKA: Yenidoğan Çetesi sanıklarından doktor İlker Gönen, Antalya’da tutuklu bulunduğu cezaevinde bileğini keserek intihar etti. 

📌 Gönen’nin intiharı üzerine cezaevi personelini hakkında soruşturma başlatıldı. https://t.co/Jbyth1dmMQ",7,0,698,0,3618,0,https://twitter.com/gtmedyahaber/status/1885751838059671792,Twitter for iPhone,https://pbs.twimg.com/media/GiuJTLZX0AATMZF.jpg,,,,SONDAKİKA,Sağlık,Sağlık,"{'Sağlık': np.float32(0.9080952), 'Spor': np.float32(0.030838192), 'Savaş': np.float32(0.02084106), 'Gündem': np.float32(0.010104733), 'Teknoloji': np.float32(0.005948398), 'Afet': np.float32(0.0058764513), 'Bilim': np.float32(0.005718726), 'Eğitim': np.float32(0.003705538), 'Siyaset': np.float32(0.0036634433), 'Ekonomi': np.float32(0.0027723797), 'Kültür & Sanat': np.float32(0.0024359766)}",Sağlık,0.9080952,Spor,0.030838192,Savaş,0.02084106
198,02.02.2025,GT Medya,1885747708398387697,"Gazze’de, İsrail ile Hamas arasında rehine takası gerçekleşti.

📌 Hamas, üç İsrail vatandaşını serbest bırakırken, İsrail 183 Filistinlinin Gazze’ye geri dönmesine izin verdi. https://t.co/Wa2SQBallZ",1,0,338,0,3618,0,https://twitter.com/gtmedyahaber/status/1885747708398387697,Twitter Web App,https://pbs.twimg.com/media/GiuFfTRWsAACdly.png,,,,,Sağlık,Sağlık,"{'Sağlık': np.float32(0.8687602), 'Savaş': np.float32(0.064955026), 'Afet': np.float32(0.024716206), 'Gündem': np.float32(0.015894685), 'Spor': np.float32(0.0069084163), 'Teknoloji': np.float32(0.0050360127), 'Kültür & Sanat': np.float32(0.0032829826), 'Eğitim': np.float32(0.0032668156), 'Bilim': np.float32(0.0031626471), 'Ekonomi': np.float32(0.0027813371), 'Siyaset': np.float32(0.0012355952)}",Sağlık,0.8687602,Savaş,0.064955026,Afet,0.024716206
199,02.02.2025,GT Medya,1885747776073466272,Kaynak: https://t.co/77STmeTsjZ,0,0,269,0,3618,0,https://twitter.com/gtmedyahaber/status/1885747776073466272,Twitter Web App,,,https://www.reuters.com/world/middle-east/three-israeli-hostages-set-be-released-latest-gaza-exchange-2025-02-01/,,,Afet,Afet,"{'Afet': np.float32(0.5142243), 'Sağlık': np.float32(0.41231608), 'Gündem': np.float32(0.020278273), 'Kültür & Sanat': np.float32(0.01480471), 'Teknoloji': np.float32(0.0071592224), 'Bilim': np.float32(0.0070945825), 'Ekonomi': np.float32(0.006657381), 'Siyaset': np.float32(0.005852417), 'Spor': np.float32(0.004591353), 'Eğitim': np.float32(0.0044932864), 'Savaş': np.float32(0.002528462)}",Afet,0.5142243,Sağlık,0.41231608,Gündem,0.020278273
200,02.02.2025,GT Medya,1885747423928086640,"Trump, Ukrayna’da başkanlık ve milletvekili seçimlerinin yıl sonuna kadar yeniden başlamasını istiyor.

📌 Rusya’yla 2022 yılında başlayan savaştan bu yana Ukrayna’da seçimler askıya alınmıştı. https://t.co/Tu1p4r68PN",1,0,317,0,3618,0,https://twitter.com/gtmedyahaber/status/1885747423928086640,Twitter Web App,https://pbs.twimg.com/media/GiuFRvMXYAAbj8f.png,,,,,Siyaset,Siyaset,"{'Siyaset': np.float32(0.9863622), 'Savaş': np.float32(0.0031851868), 'Gündem': np.float32(0.002217023), 'Ekonomi': np.float32(0.0019107922), 'Spor': np.float32(0.0014185908), 'Afet': np.float32(0.0012934931), 'Kültür & Sanat': np.float32(0.0010962255), 'Sağlık': np.float32(0.00081667857), 'Teknoloji': np.float32(0.0007736108), 'Eğitim': np.float32(0.00048347906), 'Bilim': np.float32(0.00044248957)}",Siyaset,0.9863622,Savaş,0.0031851868,Gündem,0.002217023
201,02.02.2025,GT Medya,1885747533382627566,Kaynak: https://t.co/Jp2pTo4zz8,0,0,253,0,3618,0,https://twitter.com/gtmedyahaber/status/1885747533382627566,Twitter Web App,,,https://www.reuters.com/world/us-wants-ukraine-hold-elections-following-ceasefire-says-trump-envoy-2025-02-01/,,,Afet,Afet,"{'Afet': np.float32(0.68618155), 'Sağlık': np.float32(0.24525024), 'Kültür & Sanat': np.float32(0.017429287), 'Teknoloji': np.float32(0.013074958), 'Bilim': np.float32(0.009124179), 'Spor': np.float32(0.007918946), 'Ekonomi': np.float32(0.0062782327), 'Eğitim': np.float32(0.00434895), 'Savaş': np.float32(0.0036457076), 'Siyaset': np.float32(0.0034193036), 'Gündem': np.float32(0.0033286794)}",Afet,0.68618155,Sağlık,0.24525024,Kültür & Sanat,0.017429287
202,02.02.2025,GT Medya,1885729411942555836,"MHP Genel Başkanı Bahçeli, Teğmenler Davası’nda çıkan mahkeme kararını destekledi.

🗣 TSK Disiplin Kanunu'nun amir hükümlerinin tatbikiyle ayırma cezasının muhataplarına uygulanması doğru ve isabetli bir karardır. Herkes bu karara saygı duymalıdır. Karışık, karanlık ve kaotik Türkiye şartlarını ikmal ve inşa etmek için pusuda bekleyen demokrat maskeli darbe severler aklını başına almalıdır.",1,0,360,0,3618,0,https://twitter.com/gtmedyahaber/status/1885729411942555836,Twitter Web App,https://pbs.twimg.com/media/Git04U9XEAAkqjR.jpg,,,,,Siyaset,Siyaset,"{'Siyaset': np.float32(0.9720321), 'Gündem': np.float32(0.008753738), 'Savaş': np.float32(0.008185998), 'Spor': np.float32(0.0033155822), 'Teknoloji': np.float32(0.0026198116), 'Ekonomi': np.float32(0.0012759762), 'Bilim': np.float32(0.0009269517), 'Kültür & Sanat': np.float32(0.0008911114), 'Afet': np.float32(0.0008516013), 'Eğitim': np.float32(0.0006280937), 'Sağlık': np.float32(0.000518978)}",Siyaset,0.9720321,Gündem,0.008753738,Savaş,0.008185998
203,02.02.2025,GT Medya,1885729536844746820,Kaynak: https://t.co/8ywmF3N23Z,0,0,270,0,3618,0,https://twitter.com/gtmedyahaber/status/1885729536844746820,Twitter Web App,,,https://www.aa.com.tr/tr/gundem/bahceli-tsk-disiplin-kanununun-amir-hukumlerinin-tatbikiyle-ayirma-cezasinin-uygulanmasi-dogru-bir-karardir/3468892,,,Afet,Afet,"{'Afet': np.float32(0.7577414), 'Sağlık': np.float32(0.19739607), 'Kültür & Sanat': np.float32(0.011727557), 'Gündem': np.float32(0.00650931), 'Teknoloji': np.float32(0.0048319832), 'Bilim': np.float32(0.004831709), 'Ekonomi': np.float32(0.004040056), 'Spor': np.float32(0.004016313), 'Siyaset': np.float32(0.0035432987), 'Eğitim': np.float32(0.0034550664), 'Savaş': np.float32(0.0019072929)}",Afet,0.7577414,Sağlık,0.19739607,Kültür & Sanat,0.011727557
96,05.02.2025,GT Medya,1887123230164484254,🔗 Kaynak: https://t.co/MmKkbK9961,0,0,230,0,3617,0,https://twitter.com/gtmedyahaber/status/1887123230164484254,Twitter for iPhone,,,https://www.sozcu.com.tr/kar-yagisini-izlemek-isterken-pencereden-dustu-eski-belediye-baskani-hayatini-kaybetti-p136377,,,Sağlık,Sağlık,"{'Sağlık': np.float32(0.89175755), 'Afet': np.float32(0.06843776), 'Bilim': np.float32(0.008070377), 'Kültür & Sanat': np.float32(0.007738338), 'Teknoloji': np.float32(0.0060420665), 'Gündem': np.float32(0.0054081795), 'Spor': np.float32(0.0041258857), 'Ekonomi': np.float32(0.0033667032), 'Eğitim': np.float32(0.0023270207), 'Savaş': np.float32(0.0014600239), 'Siyaset': np.float32(0.0012660692)}",Sağlık,0.89175755,Afet,0.06843776,Bilim,0.008070377
98,05.02.2025,GT Medya,1887121317259784359,🔗 Kaynak: https://t.co/zMc4Yx12gV,0,0,242,0,3617,0,https://twitter.com/gtmedyahaber/status/1887121317259784359,Twitter for iPhone,,,https://www.cumhuriyet.com.tr/turkiye/ozgur-ozel-deprem-bolgesinden-erdogana-seslendi-verilen-sozler-2296492,,,Sağlık,Sağlık,"{'Sağlık': np.float32(0.65166444), 'Afet': np.float32(0.29071376), 'Kültür & Sanat': np.float32(0.013818515), 'Gündem': np.float32(0.011591549), 'Bilim': np.float32(0.010434166), 'Teknoloji': np.float32(0.0065618195), 'Ekonomi': np.float32(0.0042995475), 'Spor': np.float32(0.003921595), 'Eğitim': np.float32(0.0033551285), 'Siyaset': np.float32(0.0024135648), 'Savaş': np.float32(0.0012258922)}",Sağlık,0.65166444,Afet,0.29071376,Kültür & Sanat,0.013818515
101,05.02.2025,GT Medya,1887091704882213050,"Dışişleri Bakanı Fidan, Bahçeli’nin Öcalan çıkışlarına dair açıklamalarda bulundu.

🗣️Sayın Bahçeli'nin kendisine gelecek tepkileri bile bile klasik siyaset dilinden ve duruşundan uzaklaşarak ülkenin genel menfaatini düşünerek ortaya koyduğu bu tavır, bence asıl milliyetçilik bu. https://t.co/8O7duKspA0",2,0,282,0,3617,0,https://twitter.com/gtmedyahaber/status/1887091704882213050,Twitter for iPhone,https://pbs.twimg.com/media/GjBL50KWIAAmZlb.jpg,,,,,Siyaset,Siyaset,"{'Siyaset': np.float32(0.96495074), 'Gündem': np.float32(0.025496371), 'Savaş': np.float32(0.0024532469), 'Ekonomi': np.float32(0.0016999416), 'Teknoloji': np.float32(0.0011588517), 'Kültür & Sanat': np.float32(0.00091497676), 'Spor': np.float32(0.0008358573), 'Eğitim': np.float32(0.0007300809), 'Afet': np.float32(0.0007255391), 'Bilim': np.float32(0.00059442595), 'Sağlık': np.float32(0.0004399763)}",Siyaset,0.96495074,Gündem,0.025496371,Savaş,0.0024532469
102,05.02.2025,GT Medya,1887091803741925658,🔗 Kaynak: https://t.co/654kCPanOD,0,0,210,0,3617,0,https://twitter.com/gtmedyahaber/status/1887091803741925658,Twitter for iPhone,,,https://www.odatv.com/dunya/hakan-fidandan-devlet-bahceliye-asil-milliyetcilik-bu-tavir-120084729,,,Afet,Afet,"{'Afet': np.float32(0.48963997), 'Sağlık': np.float32(0.28807306), 'Gündem': np.float32(0.08333475), 'Teknoloji': np.float32(0.034169674), 'Bilim': np.float32(0.031542618), 'Kültür & Sanat': np.float32(0.026751485), 'Siyaset': np.float32(0.012413642), 'Ekonomi': np.float32(0.011844367), 'Spor': np.float32(0.009988437), 'Eğitim': np.float32(0.009886682), 'Savaş': np.float32(0.002355209)}",Afet,0.48963997,Sağlık,0.28807306,Gündem,0.08333475
104,05.02.2025,GT Medya,1887090428505125288,🔗 Kaynak: https://t.co/mVncGgCUkU,0,0,221,0,3617,0,https://twitter.com/gtmedyahaber/status/1887090428505125288,Twitter for iPhone,,,https://www.birgun.net/haber/grand-kartal-otel-in-sahibi-halit-ergul-un-esine-yurt-disina-cikis-yasagi-getirildi-596916,,,Sağlık,Sağlık,"{'Sağlık': np.float32(0.6583035), 'Afet': np.float32(0.28085095), 'Kültür & Sanat': np.float32(0.015239815), 'Gündem': np.float32(0.0130443415), 'Bilim': np.float32(0.008551012), 'Teknoloji': np.float32(0.0064074635), 'Spor': np.float32(0.0047547114), 'Ekonomi': np.float32(0.004230009), 'Siyaset': np.float32(0.0035296883), 'Eğitim': np.float32(0.002663101), 'Savaş': np.float32(0.0024253998)}",Sağlık,0.6583035,Afet,0.28085095,Kültür & Sanat,0.015239815
106,05.02.2025,GT Medya,1887074227909538197,"🔗Kaynak:

https://t.co/5DPRoiQrtJ",0,0,274,0,3617,0,https://twitter.com/gtmedyahaber/status/1887074227909538197,Twitter for iPhone,,,https://www.theguardian.com/technology/2025/feb/05/activists-critical-of-italian-pm-may-have-had-their-phones-targeted-by-paragon-spyware-says-whatsapp,,,Afet,Afet,"{'Afet': np.float32(0.7413049), 'Teknoloji': np.float32(0.1428002), 'Sağlık': np.float32(0.042405475), 'Ekonomi': np.float32(0.012396548), 'Spor': np.float32(0.011864706), 'Kültür & Sanat': np.float32(0.011842979), 'Savaş': np.float32(0.009505525), 'Bilim': np.float32(0.008662678), 'Siyaset': np.float32(0.0081663495), 'Eğitim': np.float32(0.0077281804), 'Gündem': np.float32(0.003322521)}",Afet,0.7413049,Teknoloji,0.1428002,Sağlık,0.042405475
107,05.02.2025,GT Medya,1887070571910795291,"İYİ Parti Genel Başkanı Müsavat Dervişoğlu, Cumhurbaşkanı Recep Tayyip Erdoğan’a yönelik dikkat çeken bir soru yöneltti:

🗣️ Sizi, terör örgütü lideri Abdullah Öcalan'ı kurtarıcı olarak görecek hale getiren hangi olaylara karıştınız, Sayın Erdoğan?
 https://t.co/qakqSgWoMi",4,0,356,0,3617,0,https://twitter.com/gtmedyahaber/status/1887070571910795291,Twitter for iPhone,https://pbs.twimg.com/ext_tw_video_thumb/1887059410851074048/pu/img/V7uJr-CnHZKaMyfC.jpg,,,,,Siyaset,Siyaset,"{'Siyaset': np.float32(0.9776005), 'Savaş': np.float32(0.013617622), 'Gündem': np.float32(0.0027365722), 'Ekonomi': np.float32(0.0015980073), 'Teknoloji': np.float32(0.0009773371), 'Afet': np.float32(0.00085298653), 'Eğitim': np.float32(0.000759418), 'Spor': np.float32(0.0006927384), 'Kültür & Sanat': np.float32(0.0005678905), 'Bilim': np.float32(0.0003561293), 'Sağlık': np.float32(0.00024092548)}",Siyaset,0.9776005,Savaş,0.013617622,Gündem,0.0027365722
116,05.02.2025,GT Medya,1886843331222602229,🔗 Kaynak: https://t.co/j8mRZXsVql,2,0,272,0,3617,0,https://twitter.com/gtmedyahaber/status/1886843331222602229,Twitter for Android,,,https://www.ekoturk.com/haberler/trabzonun-uzungoldeki-63-turizm-isletmesi-kapatildi/,,,Sağlık,Sağlık,"{'Sağlık': np.float32(0.6718111), 'Afet': np.float32(0.23237261), 'Kültür & Sanat': np.float32(0.023032775), 'Teknoloji': np.float32(0.02142619), 'Bilim': np.float32(0.019099561), 'Gündem': np.float32(0.008888405), 'Ekonomi': np.float32(0.0074343244), 'Spor': np.float32(0.0063943495), 'Eğitim': np.float32(0.0039574946), 'Siyaset': np.float32(0.003732499), 'Savaş': np.float32(0.0018507702)}",Sağlık,0.6718111,Afet,0.23237261,Kültür & Sanat,0.023032775
